headline,year,date,source,phrase,date_parsed,month,month_year,month_year_parsed
British Cabinet Still Power Center but Is Subtly changing,1973,1973-05-02T05:00:00.000000000,NYT,power,1973-05-02T04:00Z,5,May 1973,1973-05-01T04:00Z
Moscow Power Shift,1973,1973-05-02T05:00:00.000000000,NYT,power,1973-05-02T04:00Z,5,May 1973,1973-05-01T04:00Z
McGovern Scores Nixon On Attitude on Watergate,1973,1973-05-03T05:00:00.000000000,NYT,nixon,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Nader Says Nixon will Quit,1973,1973-05-03T05:00:00.000000000,NYT,nixon,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Goldwater Sees Ouster Move If Nixon Is Involved,1973,1973-05-03T00:00:00.000000000,LAT,nixon,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
REDS SAY NIXON USED WATERGATE TACTICS ON THEM,1973,1973-05-03T00:00:00.000000000,LAT,nixon,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
TV Plans Some Watergate Coverage,1973,1973-05-03T05:00:00.000000000,NYT,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Friend Considered For Role in Watergate Probe,1973,1973-05-03 00:00:00,WaPo,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Live Watergate Coverage Uncertain: TV Notes,1973,1973-05-03 00:00:00,WaPo,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Senate Panel Acts to Allow All To Study FBI's Watergate Files,1973,1973-05-03 00:00:00,WaPo,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
REDS SAY NIXON USED WATERGATE TACTICS ON THEM,1973,1973-05-03T00:00:00.000000000,LAT,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Colson Says Richardson Is a Long-Time Friend: Chief Watergate Investigator Declines to Comment on Scandal Figure's Statement,1973,1973-05-03T00:00:00.000000000,LAT,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Percy Defends His Watergate Resolution,1973,1973-05-03T00:00:00.000000000,LAT,watergate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
…White House Ethics,1973,1973-05-03T05:00:00.000000000,NYT,house,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Nader Says Nixon will Quit,1973,1973-05-03T05:00:00.000000000,NYT,says,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Agnew Says He Was Abrasive to Press,1973,1973-05-03T05:00:00.000000000,NYT,says,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Colson Says Richardson Is a Long-Time Friend: Chief Watergate Investigator Declines to Comment on Scandal Figure's Statement,1973,1973-05-03T00:00:00.000000000,LAT,says,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
NIXON GETS WARNING ON 1974 SENATE RACE,1973,1973-05-03T05:00:00.000000000,NYT,senate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
NEW SENATE FIGHT DUE ON CAMBODIA,1973,1973-05-03T05:00:00.000000000,NYT,senate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Hearings Slated Before Senate Committee,1973,1973-05-03 00:00:00,WaPo,senate,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Senate Panel Acts to Allow All To Study FBI's Watergate Files,1973,1973-05-03 00:00:00,WaPo,panel,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Aide in Nixon's Pentagon Papers Inquiry Quits the National Security Council Staff,1973,1973-05-03T05:00:00.000000000,NYT,inquiry,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
"Haldeman, Ehrlichman Talk to Prosecutors, Grand Jury: Bargaining by Magruder and Dean Reported",1973,1973-05-03T00:00:00.000000000,LAT,dean,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Notified Before Ellsberg Trial Got Burglary Data,1973,1973-05-03 00:00:00,WaPo,trial,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Hruska and Justice Aide Defend Planned Crime Code Changes,1973,1973-05-03T05:00:00.000000000,NYT,aide,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Scandal Claims 9th Victim: Transportation Aide Was Hunt and Liddy's Boss,1973,1973-05-03T00:00:00.000000000,LAT,aide,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Clears GOP Lunch Spot,1973,1973-05-03T00:00:00.000000000,LAT,gop,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Scandal Claims 9th Victim: Transportation Aide Was Hunt and Liddy's Boss,1973,1973-05-03T00:00:00.000000000,LAT,scandal,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Colson Says Richardson Is a Long-Time Friend: Chief Watergate Investigator Declines to Comment on Scandal Figure's Statement,1973,1973-05-03T00:00:00.000000000,LAT,scandal,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Live Watergate Coverage Uncertain: TV Notes,1973,1973-05-03 00:00:00,WaPo,tv,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha Takes Bible to Testify: Martha Mitchell Takes Her Own Bible to Testify,1973,1973-05-03T00:00:00.000000000,LAT,mitchell,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Ellsberg Judge Confirms 2 Talks With Ehrlichman,1973,1973-05-03T05:00:00.000000000,NYT,judge,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Ellsberg Judge Confirms 2 Talks With Ehrliichman,1973,1973-05-03T05:00:00.000000000,NYT,judge,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Friend Considered For Role in Watergate Probe,1973,1973-05-03 00:00:00,WaPo,role,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
"Haldeman, Ehrlichman Talk to Prosecutors, Grand Jury: Bargaining by Magruder and Dean Reported",1973,1973-05-03T00:00:00.000000000,LAT,ehrlichman,1973-05-03T04:00Z,5,May 1973,1973-05-01T04:00Z
Vesco Hired Nixon Nephew After U.S. Inquiry Began,1973,1973-05-04T05:00:00.000000000,NYT,nixon,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Aides Talk Before U.S. Jury: 2 Nixon Aides Testify Before U.S. Jury,1973,1973-05-04 00:00:00,WaPo,nixon,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Poll Says Half of People Believe Nixon Helped Cover Up Watergate,1973,1973-05-04 00:00:00,WaPo,nixon,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
50% of Those in Poll Find Nixon Guilty,1973,1973-05-04T00:00:00.000000000,LAT,nixon,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Democrat Links Nixon Tactics in '62 to Watergate: Judge Ruled That GOP Leaders Engaged in Fraud in Gubernatorial Race,1973,1973-05-04T00:00:00.000000000,LAT,nixon,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"Senators See Richardson, Expect Special Prosecutor on Watergate to be Named",1973,1973-05-04T05:00:00.000000000,NYT,watergate,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
50% in Gallup Poll Think Nixah Helped in Watergate Cover‐ Up,1973,1973-05-04T05:00:00.000000000,NYT,watergate,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"Richardson, GOP Senators Meet on Watergate Probe",1973,1973-05-04 00:00:00,WaPo,watergate,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Seen Certain to Name Special Prober: Speculation About Choice for Watergate Centers on Philadelphia Lawyer,1973,1973-05-04T00:00:00.000000000,LAT,watergate,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Data on Watergate En Route to Byrne,1973,1973-05-04T00:00:00.000000000,LAT,watergate,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
SCANDAL DELAYS WHITE HOUSE PLAN,1973,1973-05-04T05:00:00.000000000,NYT,house,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Poll Says Half of People Believe Nixon Helped Cover Up Watergate,1973,1973-05-04 00:00:00,WaPo,says,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
SCANDAL DELAYS WHITE HOUSE PLAN,1973,1973-05-04T05:00:00.000000000,NYT,white,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
SCANDAL DELAYS WHITE HOUSE PLAN,1973,1973-05-04T05:00:00.000000000,NYT,white house,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Probes Studied for Data in Ellsberg Case Theft,1973,1973-05-04T00:00:00.000000000,LAT,case,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Probes Studied for Data in Ellsberg Case Theft: Busch Attempting to Determine If There Is Sufficient Evidence for Prosecution in Psychiatrist Office Break-in,1973,1973-05-04T00:00:00.000000000,LAT,case,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
KALMBACH LINKED TO DESTRUCTION OF CAMPAIGN DATA,1973,1973-05-04T05:00:00.000000000,NYT,campaign,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Vesco Hired Nixon Nephew After U.S. Inquiry Began,1973,1973-05-04T05:00:00.000000000,NYT,inquiry,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"Richardson, GOP Senators Meet on Watergate Probe",1973,1973-05-04 00:00:00,WaPo,gop,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Democrat Links Nixon Tactics in '62 to Watergate: Judge Ruled That GOP Leaders Engaged in Fraud in Gubernatorial Race,1973,1973-05-04T00:00:00.000000000,LAT,gop,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"WATERGATE CUTS INTO $1,000-A-PLATE AFFAIR: GOLDWATER JOINS BOYCOTT OF GOP FUND-RAISER",1973,1973-05-04T00:00:00.000000000,LAT,gop,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"Senators See Richardson, Expect Special Prosecutor on Watergate to be Named",1973,1973-05-04T05:00:00.000000000,NYT,prosecutor,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha Mitchell Testifies in Civil Suit,1973,1973-05-04T05:00:00.000000000,NYT,mitchell,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Mrs. Mitchell Tells Little on Watergate,1973,1973-05-04 00:00:00,WaPo,mitchell,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
ELLEN JUDGE ORDERS HUNT DATA,1973,1973-05-04T05:00:00.000000000,NYT,judge,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
ELLSBERG JUDGE ORDERS HUNT DATA,1973,1973-05-04T05:00:00.000000000,NYT,judge,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Democrat Links Nixon Tactics in '62 to Watergate: Judge Ruled That GOP Leaders Engaged in Fraud in Gubernatorial Race,1973,1973-05-04T00:00:00.000000000,LAT,judge,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
French Assembly Chief Foresees More Heed for Public Opinion,1973,1973-05-04T05:00:00.000000000,NYT,public,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Nixon Aides Talk Before U.S. Jury: 2 Nixon Aides Testify Before U.S. Jury,1973,1973-05-04 00:00:00,WaPo,aides,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
A New Power In the Politburo,1973,1973-05-04 00:00:00,WaPo,power,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
Haldeman and Ehrlichman Testify Before Grand Jury,1973,1973-05-04T05:00:00.000000000,NYT,ehrlichman,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
"Answered Fully to Grand Jurors, Haldeman and Ehrlichman Report",1973,1973-05-04T00:00:00.000000000,LAT,ehrlichman,1973-05-04T04:00Z,5,May 1973,1973-05-01T04:00Z
DEANSAYS HE TOOK WATERGATE DATA,1973,1973-05-05T05:00:00.000000000,NYT,watergate,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
DEAN SAYS HE TOOK WATERGATE DATA,1973,1973-05-05T05:00:00.000000000,NYT,watergate,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Bug Probe Under Fire: Watergate Prosecutors Under Fire,1973,1973-05-05 00:00:00,WaPo,watergate,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Segretti Indicted Over Fraudulent Campaign Letter: L.A. Lawyer Surrenders; Watergate Papers Given to U.S. Court by Dean,1973,1973-05-05T00:00:00.000000000,LAT,watergate,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
4‐Star Diplomat in White House Alexander Meigs Haig Jr.,1973,1973-05-05T05:00:00.000000000,NYT,house,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Tied to Ellsberg Break-In: White House Tied To Coast Break In,1973,1973-05-05 00:00:00,WaPo,house,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
DEAN SAYS HE TOOK WATERGATE DATA,1973,1973-05-05T05:00:00.000000000,NYT,says,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Kennedy Says U.S. Must Save Honor in Leadership ',1973,1973-05-05T05:00:00.000000000,NYT,says,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
4‐Star Diplomat in White House Alexander Meigs Haig Jr.,1973,1973-05-05T05:00:00.000000000,NYT,white,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Tied to Ellsberg Break-In: White House Tied To Coast Break In,1973,1973-05-05 00:00:00,WaPo,white,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
4‐Star Diplomat in White House Alexander Meigs Haig Jr.,1973,1973-05-05T05:00:00.000000000,NYT,white house,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
White House Tied to Ellsberg Break-In: White House Tied To Coast Break In,1973,1973-05-05 00:00:00,WaPo,white house,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Segretti Indicted Over Fraudulent Campaign Letter: L.A. Lawyer Surrenders; Watergate Papers Given to U.S. Court by Dean,1973,1973-05-05T00:00:00.000000000,LAT,campaign,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Segretti Indicted Over Fraudulent Campaign Letter: L.A. Lawyer Surrenders; Watergate Papers Given to U.S. Court by Dean,1973,1973-05-05T00:00:00.000000000,LAT,court,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Major Disclosures By Dean to Senator Reported in Capital,1973,1973-05-05T05:00:00.000000000,NYT,dean,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Beyond Political Smog,1973,1973-05-05T05:00:00.000000000,NYT,political,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Mrs. Nixon's Aide Disputes Mrs. Mitchell,1973,1973-05-05T05:00:00.000000000,NYT,aide,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"HUNT: EHRLICHMAN AIDE OK'D BREAK-IN: DOCTOR'S SAFE RIFLED, U.S. JURY TOLD",1973,1973-05-05T00:00:00.000000000,LAT,aide,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"Ehrlichman's Aide OKd Burglary: Hunt: Krogh Approved Rifling Doctor's Safe, Jury Told",1973,1973-05-05T00:00:00.000000000,LAT,aide,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Hurts GOP Fund Drive,1973,1973-05-05 00:00:00,WaPo,gop,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Bug Probe Under Fire: Watergate Prosecutors Under Fire,1973,1973-05-05 00:00:00,WaPo,probe,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"House Foreign""Travel Report Cites 7 Area Representatives",1973,1973-05-05T05:00:00.000000000,NYT,report,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Offers Files to Judge: Judge Offered Dean's Files,1973,1973-05-05 00:00:00,WaPo,judge,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
GRAND JURY DATA,1973,1973-05-05T05:00:00.000000000,NYT,jury,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Excerpts From Hunt's Grand Jury Testimony About Ellsberg Raid,1973,1973-05-05T05:00:00.000000000,NYT,jury,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"HUNT: EHRLICHMAN AIDE OK'D BREAK-IN: DOCTOR'S SAFE RIFLED, U.S. JURY TOLD",1973,1973-05-05T00:00:00.000000000,LAT,jury,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"Ehrlichman's Aide OKd Burglary: Hunt: Krogh Approved Rifling Doctor's Safe, Jury Told",1973,1973-05-05T00:00:00.000000000,LAT,jury,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
"HUNT: EHRLICHMAN AIDE OK'D BREAK-IN: DOCTOR'S SAFE RIFLED, U.S. JURY TOLD",1973,1973-05-05T00:00:00.000000000,LAT,ehrlichman,1973-05-05T04:00Z,5,May 1973,1973-05-01T04:00Z
Ex‐Aide to Nixon Submits Affidavit in Ellsberg Case,1973,1973-05-06T05:00:00.000000000,NYT,nixon,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
The Minds Of the 'Managers': NIXON AND WATERGATE,1973,1973-05-06 00:00:00,WaPo,nixon,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Prepared to Allege Nixon Knew of Cover-Up: Dean Prepared to Allege Nixon Knew of Cover-up,1973,1973-05-06 00:00:00,WaPo,nixon,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Lighter Side of Watergate Scandal,1973,1973-05-06T05:00:00.000000000,NYT,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
New Yorker May Direct Watergate Investigation,1973,1973-05-06T05:00:00.000000000,NYT,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
"""For All its Ugliness, Watergate Is Neither Ephemeral nor Unfortunate""",1973,1973-05-06 00:00:00,WaPo,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
"Herewith, The Possible Watergate Crimes",1973,1973-05-06 00:00:00,WaPo,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Voice of America Coverage of Watergate Tells It Like It Is,1973,1973-05-06 00:00:00,WaPo,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Bush Says Watergate Won't Damage Party,1973,1973-05-06T00:00:00.000000000,LAT,watergate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Bush Says Watergate Won't Damage Party,1973,1973-05-06T00:00:00.000000000,LAT,says,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Judgment Under Pressure: A President Faces Another Crisis,1973,1973-05-06 00:00:00,WaPo,president,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Few Tears in Senate at Downfall of Nixon's Palace Guard,1973,1973-05-06T00:00:00.000000000,LAT,senate,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate: Talk of Impeachment . . .,1973,1973-05-06 00:00:00,WaPo,impeachment,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Dean Prepared to Allege Nixon Knew of Cover-Up: Dean Prepared to Allege Nixon Knew of Cover-up,1973,1973-05-06 00:00:00,WaPo,dean,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
Telling It to the Judge At the Wrong Time,1973,1973-05-06T05:00:00.000000000,NYT,judge,1973-05-06T04:00Z,5,May 1973,1973-05-01T04:00Z
"Coast Town, Undeterred by Watergate, Pushes for Shrine at Nixon Birthplace",1973,1973-05-07T05:00:00.000000000,NYT,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Possibility of Nixon Being Summoned Indicated by Ervin,1973,1973-05-07T05:00:00.000000000,NYT,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha: Nixon Should Quit: Mrs. Mitchell Urges Nixon To Resign,1973,1973-05-07 00:00:00,WaPo,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
WATERGATE DISRUPTED PLANS: NIXON '100 DAYS': MORE LIKE NAPOLEON'S THAN F. D. R.'S?,1973,1973-05-07T00:00:00.000000000,LAT,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Mitchells Split Over Issue of Nixon Quitting,1973,1973-05-07T00:00:00.000000000,LAT,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
THE ADMINISTRATION: It Gets Worse: Nixon Crisis Of Confidence,1973,1973-05-07T00:00:00.000000000,Time,nixon,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
WALSH WOULD SPURN A WATERGATE OFFER,1973,1973-05-07T05:00:00.000000000,NYT,watergate,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Washington Post Wins Pulitzer for Watergate Stories,1973,1973-05-07T00:00:00.000000000,LAT,watergate,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson to Pick Prosecutor: Richardson to Name Special Prosecutor for Watergate Case,1973,1973-05-07T00:00:00.000000000,LAT,watergate,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
The Press: The Watergate Three,1973,1973-05-07T00:00:00.000000000,Time,watergate,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
White House and Watergate: Some Questions and Answers,1973,1973-05-07T05:00:00.000000000,NYT,house,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
G.O.P. GROUP URGES CAMPAIGN REFORMS,1973,1973-05-07T05:00:00.000000000,NYT,campaign,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
The Politics of Language,1973,1973-05-07T05:00:00.000000000,NYT,politics,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
"U. S. IMAGE SHAKY: SCANDAL WORRIES MOST EUROPEANS, BUT DELIGHTS SOME",1973,1973-05-07T00:00:00.000000000,LAT,scandal,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson to Pick Prosecutor: Richardson to Name Special Prosecutor for Watergate Case,1973,1973-05-07T00:00:00.000000000,LAT,prosecutor,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Martha: Nixon Should Quit: Mrs. Mitchell Urges Nixon To Resign,1973,1973-05-07 00:00:00,WaPo,mitchell,1973-05-07T04:00Z,5,May 1973,1973-05-01T04:00Z
Clemency Report Also Called False: Nixon Denies Any Role in Coverup,1973,1973-05-08 00:00:00,WaPo,nixon,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Mardian's Request to Stay Mum Before Watergate Jury Rejected: Request to Stay Mum Refused,1973,1973-05-08 00:00:00,WaPo,watergate,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Colson's Name Crops Up Often in Watergate Affair,1973,1973-05-08 00:00:00,WaPo,watergate,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
CIA Reportedly Set Up Watergate IDs,1973,1973-05-08 00:00:00,WaPo,watergate,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,watergate,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,house,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Hunt Says Colson Ordered Forged Datain Diem Death,1973,1973-05-08T05:00:00.000000000,NYT,says,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Hunt Says Colson Ordered Forged Datain Diern Death,1973,1973-05-08T05:00:00.000000000,NYT,says,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Hunt Says Colson Gave Cable Order: Hunt Testifies Colson Ordered Bogus Cables,1973,1973-05-08 00:00:00,WaPo,says,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
McCord Says He Was Pressed to Blame CIA in Bugging Case,1973,1973-05-08T00:00:00.000000000,LAT,says,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Hunt Links Colson to Cable Forgeries: Testifies Action Was Ordered to Discredit President Kennedy,1973,1973-05-08T00:00:00.000000000,LAT,president,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Restaffing the White House,1973,1973-05-08 00:00:00,WaPo,white,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,white,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,white house,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
EX‐AIDE IN CAMPAIGN IS DISMISSED BY BUTZ.,1973,1973-05-08T05:00:00.000000000,NYT,campaign,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,senate,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
C.1. A. and Congress Investigate Ellsberg Burglary Authorization,1973,1973-05-08T05:00:00.000000000,NYT,congress,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Watergate Scandal Scales New Heights,1973,1973-05-08 00:00:00,WaPo,scandal,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Richardson Pledges to Name Prosecutor for Watergaate Case,1973,1973-05-08T00:00:00.000000000,LAT,prosecutor,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
ERVIN TO OPEN PROBE OF WATERGATE MAY 17: AGREES TO SUBPOENA OUSTED WHITE HOUSE COUNSEL DEAN; SENATE COMMITTEE WILL GRANT IMMUNITY IF NECESSARY,1973,1973-05-08T00:00:00.000000000,LAT,probe,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Clemency Report Also Called False: Nixon Denies Any Role in Coverup,1973,1973-05-08 00:00:00,WaPo,report,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
For Public Service,1973,1973-05-08T05:00:00.000000000,NYT,public,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Clemency Report Also Called False: Nixon Denies Any Role in Coverup,1973,1973-05-08 00:00:00,WaPo,role,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
Mardian's Request to Stay Mum Before Watergate Jury Rejected: Request to Stay Mum Refused,1973,1973-05-08 00:00:00,WaPo,jury,1973-05-08T04:00Z,5,May 1973,1973-05-01T04:00Z
